DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTJTONUNKWN,PARTJTONPRE1940,PARTJTON194049,PARTJTON195059,PARTJTON196069,PARTJTON197079,PARTJTON198089,PARTJTON199099,PARTJTON200009,PARTJTON201019,PARTJTON202029,PARTJTONTOTAL,PARTJTOFFUNKWN,PARTJTOFFPRE1940,PARTJTOFF194049,PARTJTOFF195059,PARTJTOFF196069,PARTJTOFF197079,PARTJTOFF198089,PARTJTOFF199099,PARTJTOFF200009,PARTJTOFF201019,PARTJTOFF202029,PARTJTOFFTOTAL,PARTJTUNKWNTOT,PARTJTPRE1940TOT,PARTJT194049TOT,PARTJT195059TOT,PARTJT196069TOT,PARTJT197079TOT,PARTJT198089TOT,PARTJT199099TOT,PARTJT200009TOT,PARTJT201019TOT,PARTJT202029TOT,PARTJTTOTAL,PARTJGONAUNKWN,PARTJGONAPRE1940,PARTJGONA194049,PARTJGONA195059,PARTJGONA196069,PARTJGONA197079,PARTJGONA198089,PARTJGONA199099,PARTJGONA200009,PARTJGONA201019,PARTJGONA202029,PARTJGONATOTAL,PARTJGONBUNKWN,PARTJGONBPRE1940,PARTJGONB194049,PARTJGONB195059,PARTJGONB196069,PARTJGONB197079,PARTJGONB198089,PARTJGONB199099,PARTJGONB200009,PARTJGONB201019,PARTJGONB202029,PARTJGONBTOTAL,PARTJGONCUNKWN,PARTJGONCPRE1940,PARTJGONC194049,PARTJGONC195059,PARTJGONC196069,PARTJGONC197079,PARTJGONC198089,PARTJGONC199099,PARTJGONC200009,PARTJGONC201019,PARTJGONC202029,PARTJGONCTOTAL,PARTJGOFFUNKWN,PARTJGOFFPRE1940,PARTJGOFF194049,PARTJGOFF195059,PARTJGOFF196069,PARTJGOFF197079,PARTJGOFF198089,PARTJGOFF199099,PARTJGOFF200009,PARTJGOFF201019,PARTJGOFF202029,PARTJGOFFTOTAL,PARTJGUNKWNTOT,PARTJGPRE1940TOT,PARTJG194049TOT,PARTJG195059TOT,PARTJG196069TOT,PARTJG197079TOT,PARTJG198089TOT,PARTJG199099TOT,PARTJG200009TOT,PARTJG201019TOT,PARTJG202029TOT,PARTJGTOTAL,PARTJUNKWNTOT,PARTJPRE1940TOT,PARTJ194049TOT,PARTJ195059TOT,PARTJ196069TOT,PARTJ197079TOT,PARTJ198089TOT,PARTJ199099TOT,PARTJ200009TOT,PARTJ201019TOT,PARTJ202029TOT,PARTJTOTAL
2/2/2026,2024,20250028,45033,39370,"NORTHWEST GAS PROCESSING, LLC",Natural Gas,INTRASTATE,IDAHO,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,6.31,17.21,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10.9,9.2,20.1,0,0,0,0,0,0,0,0,0,10.9,9.2,20.1
2/2/2026,2024,20250749,45794,39372,"BLACK HILLS SHOSHONE PIPELINE, LLC",Natural Gas,INTERSTATE,MONTANA,0,0,0,0,9.48,0,0,0,0,0,0,9.48,,,,,,,,,,,,,0,0,0,0,9.48,0,0,0,0,0,0,9.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.48,0,0,0,0,0,0,9.48
2/2/2026,2024,20250749,45794,39372,"BLACK HILLS SHOSHONE PIPELINE, LLC",Natural Gas,INTERSTATE,WYOMING,0,0,0,0,19.56,0,0,0,0,0,0,19.56,,,,,,,,,,,,,0,0,0,0,19.56,0,0,0,0,0,0,19.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.56,0,0,0,0,0,0,19.56
2/2/2026,2024,20250985,46040,39375,WOODWAY TEXAS PIPELINE LLC,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,10.106,0,10.106,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10.106,0,10.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.106,0,10.106
2/2/2026,2024,20251156,46685,39376,"BLUE CUBE OPERATIONS, LLC.",Hydrogen Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,5.125,0,5.125,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5.125,0,5.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.125,0,5.125
2/2/2026,2024,20251157,46688,39376,"BLUE CUBE OPERATIONS, LLC.",Other Gas-Anhydrous HCl,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,6.308,0,0,6.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.308,0,0,6.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.308,0,0,6.308
2/2/2026,2024,20251158,46686,39376,"BLUE CUBE OPERATIONS, LLC.",Other Gas-Chlorine,INTRASTATE,TEXAS,0,0,0,5.159,0,6.325,0,0,0.524,0.285,0.023,12.316,,,,,,,,,,,,,0,0,0,5.159,0,6.325,0,0,0.524,0.285,0.023,12.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.159,0,6.325,0,0,0.524,0.285,0.023,12.316
2/2/2026,2024,20250055,45060,39383,INDECK ENERGY SERVICES OF SILVER SPRINGS,Natural Gas,INTRASTATE,NEW YORK,0,0,0,0,0,0,0,0.4,0,0,0,0.4,,,,,,,,,,,,,0,0,0,0,0,0,0,0.4,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.4
2/2/2026,2024,20250501,45537,39394,UTILITY SAFETY AND DESIGN INC,Natural Gas,INTERSTATE,ALABAMA,0,0,0,0,0,0,0,1.2,0,0,0,1.2,,,,,,,,,,,,,0,0,0,0,0,0,0,1.2,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,1.2
2/2/2026,2024,20250501,45537,39394,UTILITY SAFETY AND DESIGN INC,Natural Gas,INTERSTATE,TENNESSEE,0,0,0,0,0,0,0,14.3,0,0,0,14.3,,,,,,,,,,,,,0,0,0,0,0,0,0,14.3,0,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,0,0,0,14.3
2/2/2026,2024,20250342,45368,39396,MINNESOTA POWER LASKIN ENERGY CENTER,Natural Gas,INTRASTATE,MINNESOTA,0,0,0,0,0,0,0,0,0,1.08,0,1.08,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1.08,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,1.08
2/2/2026,2024,20250482,45518,39398,INEOS USA LLC,Hydrogen Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,21.27,0,0,21.27,,,,,,,,,,,,,0,0,0,0,0,0,0,0,21.27,0,0,21.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.27,0,0,21.27
2/2/2026,2024,20250481,45517,39398,INEOS USA LLC,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,2.62,0,2.62,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2.62,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,2.62
2/2/2026,2024,20250864,45915,39406,MISSISSIPPI NATURAL INC.,Natural Gas,INTRASTATE,MISSISSIPPI,0,0,6.493,0,0,0,0,0,0,0,0,6.493,,,,,,,,,,,,,0,0,6.493,0,0,0,0,0,0,0,0,6.493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.493,0,0,0,0,0,0,0,0,6.493
2/2/2026,2024,20250346,45372,39413,"XTR MIDSTREAM, LLC",Natural Gas,INTRASTATE,COLORADO,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0.71,6.75,0,0,0,0,0,0,0,0,0,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,7.46,0,0,0,0,0,0,0,0,0,0,7.46,7.46,0,0,0,0,0,0,0,0,0,0,7.46
2/2/2026,2024,20250133,45149,39418,"LAKESHORE OPERATING, LLC",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2/2/2026,2024,20250389,45420,39420,"FLORIDA SOUTHEAST CONNECTION, LLC",Natural Gas,INTERSTATE,FLORIDA,0,0,0,0,0,0,0,0,0,172.428,0,172.428,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,172.428,0,172.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.428,0,172.428
2/2/2026,2024,20250627,45667,39428,GEOPETRO LLC,Natural Gas,INTRASTATE,PENNSYLVANIA,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0.76,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.76,0,0.76,0,0,0,0,0,0,0,0,0,0.76,0,0.76
2/2/2026,2024,20250435,45467,39429,CHENIERE CORPUS CHRISTI PIPELINE,Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0,0,0,0,0,24.55,1.59,26.14,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,24.55,1.59,26.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.55,1.59,26.14
2/2/2026,2024,20250317,46661,39435,"IMPULSORA PIPELINE, LLC",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,19.1,0,19.1,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,19.1,0,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1,0,19.1
2/2/2026,2024,20251092,46152,39439,"VALLEY LFG, LLC",Other Gas-Processed Landfill Gas,INTRASTATE,PENNSYLVANIA,0,0,0,0,0,0,0,1.5,0,0,0,1.5,,,,,,,,,,,,,0,0,0,0,0,0,0,1.5,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,1.5
2/2/2026,2024,20250249,45271,39447,GENESIS ALKALI LLC,Natural Gas,INTRASTATE,WYOMING,0,0,0,8,0,3,2,0,0,0,1,14,,,,,,,,,,,,,0,0,0,8,0,3,2,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.5,2.2,0,0,0,0,57.7,,,,,,,,,,,,,0,0,0,0,0,55.5,2.2,0,0,0,0,57.7,0,0,0,8,0,58.5,4.2,0,0,0,1,71.7
2/2/2026,2024,20250184,45203,39451,WEYERHAEUSER,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,0,1.829,0,0,0,0,0,1.829,,,,,,,,,,,,,0,0,0,0,0,1.829,0,0,0,0,0,1.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.829,0,0,0,0,0,1.829
2/2/2026,2024,20250614,45654,39453,"STABILIS LNG PORT ALLEN, LLC",Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0.55,0,0.55,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.55,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0.55
2/2/2026,2024,20250186,45205,39458,BRUNNER ISLAND LLC,Natural Gas,INTRASTATE,PENNSYLVANIA,0,0,0,0,0,0,0,0,0,3.7,0,3.7,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3.7,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,3.7
2/2/2026,2024,20250592,45631,39461,EL DORADO CHEMICAL,Natural Gas,INTRASTATE,ARKANSAS,0,0,0,0,0,0,0,0,0,5.87,0,5.87,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5.87,0,5.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87,0,5.87
2/2/2026,2024,20251426,46597,39463,"EDINBURG RENEWABLES, LLC",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,1.75,0,1.75,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1.75,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,1.75
2/2/2026,2024,20250323,45349,39464,MIDWEST GENERATION LLC,Natural Gas,INTRASTATE,ILLINOIS,0,0,0,0,0,0,0,0,0,3.41,0,3.41,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3.41,0,3.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41,0,3.41
2/2/2026,2024,20250610,45650,39465,GUARDIAN LIMA,Natural Gas,INTRASTATE,OHIO,0,0,0,0,0,0,0,0,0,0.6,0,0.6,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.6,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.6
2/2/2026,2024,20251179,46249,39468,"NUENERGY OPERATING, INC.",Natural Gas,INTRASTATE,MICHIGAN,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2/2/2026,2024,20250078,46556,39469,MUSKEGON COUNTY SOLID WASTE MANAGEMENT SYSTEM,Landfill Gas,INTRASTATE,MICHIGAN,0,0,0,0,0,0,0,0,7.364,0,0,7.364,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7.364,0,0,7.364,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.364,0,0,7.364
2/2/2026,2024,20250727,45771,39470,LOUISIANA ENERGY AND POWER AUTHORITY,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,1.35,0,1.35,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1.35,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,1.35
2/2/2026,2024,20250946,46000,39473,COWBOY PIPELINE OPERATORS LLC,Natural Gas,INTRASTATE,TEXAS,0.8,0,0,0,0,0,0,0,0,0,0,0.8,,,,,,,,,,,,,0.8,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0.8
2/2/2026,2024,20250002,46768,39475,LION ELASTOMERS LLC.,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0.73,0,0,0.73,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.73,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0.73
2/2/2026,2024,20251040,46654,39476,"BRAZOS MIDSTREAM OPERATING, LLC",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759,0,0.759,0,0,0,0,0,0,0,0,0,3.1,0,3.1,0,0,0,0,0,0,0,0,6.066,114.712,46.722,167.5,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6.066,118.571,46.722,171.359,0,0,0,0,0,0,0,0,6.066,118.571,46.722,171.359
2/2/2026,2024,20251331,46835,39491,EQT PRODUCTION,Natural Gas,INTERSTATE,OHIO,0,0,0,0,0,0,0,0,0,4.987,0,4.987,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4.987,0,4.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.987,0,4.987
2/2/2026,2024,20251331,46835,39491,EQT PRODUCTION,Natural Gas,INTERSTATE,PENNSYLVANIA,0.009,0,9.62,64.412,151.453,71.512,57.012,33.684,99.066,125.662,24.464,636.894,,,,,,,,,,,,,0.009,0,9.62,64.412,151.453,71.512,57.012,33.684,99.066,125.662,24.464,636.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,9.62,64.412,151.453,71.512,57.012,33.684,99.066,125.662,24.464,636.894
2/2/2026,2024,20251331,46835,39491,EQT PRODUCTION,Natural Gas,INTERSTATE,WEST VIRGINIA,0,0,0.005,26.821,14.462,100.781,26.628,19.996,2.165,64.039,34.046,288.943,,,,,,,,,,,,,0,0,0.005,26.821,14.462,100.781,26.628,19.996,2.165,64.039,34.046,288.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,26.821,14.462,100.781,26.628,19.996,2.165,64.039,34.046,288.943
2/2/2026,2024,20251331,46835,39491,EQT PRODUCTION,Natural Gas,INTRASTATE,OHIO,0,0,0,0,0,0,0,0,0,14.073,0,14.073,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,14.073,0,14.073,0.476,0,0,0,0,0,0,0,0,13.67,6.435,20.581,0,0,0,0,0,0,0,0,0,0,0,0,11.069,0,0,0,0,0,0,0,0,275.468,45.158,331.695,,,,,,,,,,,,,11.545,0,0,0,0,0,0,0,0,289.138,51.593,352.276,11.545,0,0,0,0,0,0,0,0,303.211,51.593,366.349
2/2/2026,2024,20251331,46835,39491,EQT PRODUCTION,Natural Gas,INTRASTATE,PENNSYLVANIA,0,0,0,0,0,0,0,0,1.555,48.244,38.433,88.232,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1.555,48.244,38.433,88.232,14.712,0,0,0,0,0,0,0,0,15.544,2.698,32.954,0,0,0,0,0,0,0,0,0,0,0,0,107.131,0,0,0,0,0,0,0,3.019,312.595,92.139,514.884,,,,,,,,,,,,,121.843,0,0,0,0,0,0,0,3.019,328.139,94.837,547.838,121.843,0,0,0,0,0,0,0,4.574,376.383,133.27,636.07
2/2/2026,2024,20251331,46835,39491,EQT PRODUCTION,Natural Gas,INTRASTATE,WEST VIRGINIA,0,0,0,0,0,0,0,0,0,7.17,42.159,49.329,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,7.17,42.159,49.329,1.743,0,0,0,0,0,0,0,0,6.492,0.8,9.035,0,0,0,0,0,0,0,0,0,0,0,0,14.813,0,0,0,0,0,0,0,2.02,379.866,28.91,425.609,,,,,,,,,,,,,16.556,0,0,0,0,0,0,0,2.02,386.358,29.71,434.644,16.556,0,0,0,0,0,0,0,2.02,393.528,71.869,483.973
2/2/2026,2024,20250412,45444,39494,"COFFEYVILLE RESOURCES REFINING AND MARKETING, LLC",Natural Gas,INTRASTATE,KANSAS,0,0,0,0,0,0,0,0,0,7.1,0,7.1,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,7.1,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0,7.1
2/2/2026,2024,20251081,46140,39496,"ETHOS POWER PLANT SERVICES, LLC",Natural Gas,INTRASTATE,OHIO,0,0,0,0,0,0,0,0,0,0.5,0,0.5,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5
2/2/2026,2024,20250001,46697,39497,MATRIX OIL CORP,Natural Gas,INTRASTATE,CALIFORNIA,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.46,0,0,0.46,0,0,0,0,0,0,0,0,0.46,0,0,0.46
2/2/2026,2024,20250421,46200,39502,"BRAZORIA INTERCONNECTOR GAS PIPELINE, LLC.",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,30.17,0.09,0.95,31.21,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,30.17,0.09,0.95,31.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.17,0.09,0.95,31.21
2/2/2026,2024,20250406,45438,39508,AETHON UNITED PIPELINE LP,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,0,2.88,9.61,0,4.52,0,0,17.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,9.61,0,4.52,0,0,17.01,0,0,0,0,0,18.9,1.91,0,0,0,0,20.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9,1.91,0,0.55,0,0,21.36,0,0,0,0,0,21.78,11.52,0,5.07,0,0,38.37
