DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTK20LESSC1,PARTK20LESSC2,PARTK20LESSC3,PARTK20LESSC4,PARTK20LESSTOT,PARTK2029C1,PARTK2029C2,PARTK2029C3,PARTK2029C4,PARTK2029TOT,PARTK3040C1,PARTK3040C2,PARTK3040C3,PARTK3040C4,PARTK3040TOT,PARTK4150C1,PARTK4150C2,PARTK4150C3,PARTK4150C4,PARTK4150TOT,PARTK5160C1,PARTK5160C2,PARTK5160C3,PARTK5160C4,PARTK5160TOT,PARTK6172C1,PARTK6172C2,PARTK6172C3,PARTK6172C4,PARTK6172TOT,PARTK7380C1,PARTK7380C2,PARTK7380C3,PARTK7380C4,PARTK7380TOT,PARTK80MOREC1,PARTK80MOREC2,PARTK80MOREC3,PARTK80MOREC4,PARTK80MORETOT,PARTKUNKNOWNC1,PARTKUNKNOWNC2,PARTKUNKNOWNC3,PARTKUNKNOWNC4,PARTKUNKNOWNTOT,PARTKNONSTEELC1,PARTKNONSTEELC2,PARTKNONSTEELC3,PARTKNONSTEELC4,PARTKNONSTEELTOT,PARTKONC1TOT,PARTKONC2TOT,PARTKONC3TOT,PARTKONC4TOT,PARTKONTOTAL,PARTKOFFLESS50,PARTKOFF5172,PARTKOFF72MORE,PARTKOFFUNKNOWN,PARTKOFFNONSTEEL,PARTKOFFTOTAL,PARTKC1TOT,PARTKC2TOT,PARTKC3TOT,PARTKC4TOT,PARTKTOTAL
2/2/2026,2022,20230605,42018,18152,SEA ROBIN PIPELINE CO,Natural Gas,INTERSTATE,LOUISIANA,0.01,0,0,0,0.01,0.05,0,0,0,0.05,2.66,0.04,0,0,2.7,8.07,0.06,0,0,8.13,49.54,1.53,0,0,51.07,124.65,0,0,0,124.65,6.01,0,0,0,6.01,10.39,0,0,0,10.39,4.39,0,0,0,4.39,0,0,0,0,0,205.77,1.63,0,0,207.4,0,0,0,0,0,0,205.77,1.63,0,0,207.4
2/2/2026,2022,20230605,42018,18152,SEA ROBIN PIPELINE CO,Natural Gas,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.59,364.04,0,13.49,0,559.12,559.12,0,0,0,559.12
2/2/2026,2022,20230590,42001,18156,SEADRIFT PIPELINE CORP,Natural Gas,INTRASTATE,TEXAS,0.69,0,0.22,0,0.91,0.04,0,0,0,0.04,1.64,0,0,0,1.64,2.02,0,0,0,2.02,70.4,0,0,0,70.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.79,0,0.22,0,75.01,0,0,0,0,0,0,74.79,0,0.22,0,75.01
2/2/2026,2022,20230596,42009,18156,SEADRIFT PIPELINE CORP,Other Gas-Ethylene,INTRASTATE,TEXAS,0,0,0,0,0,20.41,0,0.25,0,20.66,18.26,0.07,0.4,0,18.73,73.38,1.68,2.63,0,77.69,79.02,0.26,0.42,0,79.7,34.55,0,0,0,34.55,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,225.62,2.01,3.71,0,231.34,0,0,0,0,0,0,225.62,2.01,3.71,0,231.34
2/2/2026,2022,20231251,42713,18273,SHELL PIPELINE CORP,Other Gas-Dry Gas,INTRASTATE,LOUISIANA,0,0,1.557,0,1.557,1.983,0,0,0,1.983,9.02,0,0.994,0,10.014,32.666,0,0.074,0,32.74,13.781,0,1.236,0,15.017,0,0,0,0,0,0.031,0,0,0,0.031,0,0,0,0,0,0.128,0,0,0,0.128,0,0,0,0,0,57.609,0,3.861,0,61.47,0,0,0,0,0,0,57.609,0,3.861,0,61.47
2/2/2026,2022,20231251,42713,18273,SHELL PIPELINE CORP,Other Gas-Dry Gas,INTRASTATE,TEXAS,0,0,0,0,0,0.103,0.268,0.082,0,0.453,0,0.014,0.067,0,0.081,9.099,3.825,31.525,0,44.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.202,4.107,31.674,0,44.983,0,0,0,0,0,0,9.202,4.107,31.674,0,44.983
2/2/2026,2022,20230959,43088,18308,NV Energy,Natural Gas,INTRASTATE,NEVADA,0,0,0,0,0,0.038,0,0,0,0.038,0.114,0,0.697,0,0.811,1.123,0.043,6.323,0,7.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.275,0.043,7.02,0,8.338,0,0,0,0,0,0,1.275,0.043,7.02,0,8.338
2/2/2026,2022,20231444,43016,18336,SIOUX CENTER MUNICIPAL GAS UTILITY,Natural Gas,INTRASTATE,IOWA,8.58,0,0.94,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.58,0,0.94,0,9.52,0,0,0,0,0,0,8.58,0,0.94,0,9.52
2/2/2026,2022,20230790,42218,18380,SOCORRO NATURAL GAS CO,Natural Gas,INTRASTATE,NEW MEXICO,0,0,0,0,0,38,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,38,0,0,0,0,0,0,38,0,0,0,38
2/2/2026,2022,20230296,41689,18388,SOMERSET GAS SERVICE,Natural Gas,INTRASTATE,KENTUCKY,0,0,0,0,0,0,0,0,0,0,31.26,8.85,13.67,0,53.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.26,8.85,13.67,0,53.78,0,0,0,0,0,0,31.26,8.85,13.67,0,53.78
2/2/2026,2022,20230383,41780,18408,"DOMINION ENERGY SOUTH CAROLINA, INC.",Natural Gas,INTRASTATE,SOUTH CAROLINA,19.1,4,7.9,0,31,147.3,51,68,0,266.3,65.5,24.4,21.1,0,111,15.6,1.5,8.7,0,25.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.5,80.9,105.7,0,434.1,0,0,0,0,0,0,247.5,80.9,105.7,0,434.1
2/2/2026,2022,20230826,42254,18440,SOUTH JERSEY GAS CO,Natural Gas,INTRASTATE,NEW JERSEY,0,0,0,0,0,0,0.3,46.5,0,46.8,0,2.3,81.4,0,83.7,0,4.7,11.5,0,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,139.4,0,146.7,0,0,0,0,0,0,0,7.3,139.4,0,146.7
2/2/2026,2022,20230221,41612,18456,SOUTHEAST GAS,Natural Gas,INTRASTATE,ALABAMA,0.965,8.255,8.228,0,17.448,68.063,166.403,108.201,0,342.667,13.819,35.719,6.505,0,56.043,56.071,31.654,10.069,0,97.794,59.028,3.113,0,,62.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.946,245.144,133.003,0,576.093,0,0,0,0,0,0,197.946,245.144,133.003,0,576.093
2/2/2026,2022,20231230,46735,18472,SEMCO ENERGY GAS COMPANY,Natural Gas,INTRASTATE,MICHIGAN,4.071,18.812,0.411,0,23.294,25.518,23.123,6.338,0,54.979,14.098,8.088,0,0,22.186,41.499,4.683,0,0,46.182,0.119,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.305,54.706,6.749,0,146.76,0,0,0,0,0,0,85.305,54.706,6.749,0,146.76
2/2/2026,2022,20231233,42694,18473,SEMCO PIPELINE CO,Natural Gas,INTRASTATE,MICHIGAN,0,0,0,0,0,0.079,0.433,0,0,0.512,12.154,19.42,0.67,0,32.244,2.883,0.056,0,0,2.939,13.636,0.898,0,0,14.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.752,20.807,0.67,0,50.229,0,0,0,0,0,0,28.752,20.807,0.67,0,50.229
2/2/2026,2022,20230663,42083,18484,SOUTHERN CALIFORNIA GAS CO,Natural Gas,INTRASTATE,CALIFORNIA,1,0,0,0,1,290,33,189,8,520,201,9,275,48,533,423,47,436,7,913,586,38,142,0,766,646,6,0,0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147,133,1042,63,3385,0,0,0,0,0,0,2147,133,1042,63,3385
2/2/2026,2022,20230734,42159,18508,SOUTHERN INDIANA GAS & ELECTRIC CO,Natural Gas,INTRASTATE,INDIANA,10.142,0,0,0,10.142,25.756,8.576,12.272,0,46.604,32.608,4.764,16.178,0,53.55,8.706,0.888,0,0,9.594,5.875,0,0,0,5.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.087,14.228,28.45,0,125.765,0,0,0,0,0,0,83.087,14.228,28.45,0,125.765
2/2/2026,2022,20230651,43040,18516,SOUTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,ALABAMA,39.402,23.781,40.06,0,103.243,67.645,33.529,40.549,0,141.723,192.436,50.275,90.475,0,333.186,130.656,57.183,102.629,0,290.468,258.46,98.542,41.702,0,398.704,643.29,87.278,0.292,0,730.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1331.889,350.588,315.707,0,1998.184,0,0,0,0,0,0,1331.889,350.588,315.707,0,1998.184
2/2/2026,2022,20230651,43040,18516,SOUTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,FLORIDA,0.025,0.025,0.005,0,0.055,1.942,1.062,0.377,0,3.381,25.053,10.605,6.246,0,41.904,11.088,6.333,1.796,0,19.217,91.095,17.488,2.27,0,110.853,37.127,0.532,0,0,37.659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.33,36.045,10.694,0,213.069,0,0,0,0,0,0,166.33,36.045,10.694,0,213.069
2/2/2026,2022,20230651,43040,18516,SOUTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,GEORGIA,7.48,5.558,8.303,0,21.341,119.762,23.57,17.759,0,161.091,160.264,59.574,35.092,0,254.93,201.632,79.99,190.643,0,472.265,675.701,128.93,34.226,0,838.857,742.671,54.081,2.331,0,799.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1907.51,351.703,288.354,0,2547.567,0,0,0,0,0,0,1907.51,351.703,288.354,0,2547.567
2/2/2026,2022,20230651,43040,18516,SOUTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,LOUISIANA,2.454,0.417,0,0,2.871,11.431,0.391,0.091,0,11.913,91.163,5.234,0.199,0,96.596,167.176,18.522,27.109,0,212.807,205.918,45.106,8.943,0,259.967,301.008,58.362,3.389,0,362.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779.15,128.032,39.731,0,946.913,0,0,0,0,0,0,779.15,128.032,39.731,0,946.913
2/2/2026,2022,20230651,43040,18516,SOUTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,MISSISSIPPI,55.803,14.038,5.528,0,75.369,88.851,20.124,3.997,0,112.972,93.273,9.792,1.32,0,104.385,115.725,25.555,3.009,0,144.289,56.05,17.237,0.202,0,73.489,660.795,60.787,0.043,0,721.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070.497,147.533,14.099,0,1232.129,0,0,0,0,0,0,1070.497,147.533,14.099,0,1232.129
2/2/2026,2022,20230651,43040,18516,SOUTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,SOUTH CAROLINA,4.126,5.705,4.37,0,14.201,0.021,0,0.001,0,0.022,0.408,0.166,0.552,0,1.126,15.164,0.646,3.152,0,18.962,8.913,6.281,6.061,0,21.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.632,12.798,14.136,0,55.566,0,0,0,0,0,0,28.632,12.798,14.136,0,55.566
2/2/2026,2022,20230651,43040,18516,SOUTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,TENNESSEE,0,0,0,0,0,0,0.018,0,0,0.018,0.056,0.383,0,0,0.439,0.642,1.037,0.467,0,2.146,2.528,8.804,0,0,11.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.226,10.242,0.467,0,13.935,0,0,0,0,0,0,3.226,10.242,0.467,0,13.935
2/2/2026,2022,20230651,43040,18516,SOUTHERN NATURAL GAS CO,Natural Gas,INTRASTATE,ALABAMA,0,0,0,0,0,0,0,0.814,0,0.814,0,0.009,0.003,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.817,0,0.826,0,0,0,0,0,0,0,0.009,0.817,0,0.826
2/2/2026,2022,20230746,42171,18532,"TEXAS GAS SERVICE COMPANY, A DIVISION OF ONE GAS, INC.",Natural Gas,INTRASTATE,TEXAS,15.83,1.78,12.9,0.24,30.75,17.73,2.74,34.65,0.04,55.16,49.1,10.46,54.2,0.38,114.14,16.94,1.82,14.22,0,32.98,2.23,1.1,17.65,0,20.98,0.03,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.86,17.9,133.62,0.66,254.04,0,0,0,0,0,0,101.86,17.9,133.62,0.66,254.04
2/2/2026,2022,20231053,45141,18536,SOUTHWEST GAS CORP,Natural Gas,INTRASTATE,ARIZONA,17.234,4.083,66.273,1.193,88.783,1.068,0,26.047,0.741,27.856,0,0,1.037,0,1.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.135,1.492,46.693,0.716,103.036,0,0,0,0,0,72.437,5.575,140.05,2.65,220.712,0,0,0,0,0,0,72.437,5.575,140.05,2.65,220.712
2/2/2026,2022,20231053,45141,18536,SOUTHWEST GAS CORP,Natural Gas,INTRASTATE,CALIFORNIA,0,0,0,0,0,0.104,0,0.015,0,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0,0.015,0,0.119,0,0,0,0,0,0,0.104,0,0.015,0,0.119
2/2/2026,2022,20231053,45141,18536,SOUTHWEST GAS CORP,Natural Gas,INTRASTATE,NEVADA,0.117,0,4.089,0,4.206,38.537,0.171,32.388,1.189,72.285,43.335,0.763,41.877,1.429,87.404,58.338,0.466,32.383,0,91.187,9.377,0,0,0,9.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.832,0.465,0.039,0,23.336,0,0,0,0,0,172.536,1.865,110.776,2.618,287.795,,,,,,,172.536,1.865,110.776,2.618,287.795
2/2/2026,2022,20230905,42338,18555,SOUTHWESTERN PUBLIC SERVICE CO,Natural Gas,INTRASTATE,TEXAS,9.3,0,0.4,0,9.7,0,0,0,0,0,4,0,0,0.1,4.1,0,0,0,0,0,5.7,0,0.2,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0.6,0.1,19.7,0,0,0,0,0,0,19,0,0.6,0.1,19.7
2/2/2026,2022,20230748,42173,18560,SOUTHWESTERN VIRGINIA GAS CO,Natural Gas,INTRASTATE,VIRGINIA,10.238,7.079,1.153,0,18.47,7.667,5.935,0.166,0,13.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.905,13.014,1.319,0,32.238,0,0,0,0,0,0,17.905,13.014,1.319,0,32.238
2/2/2026,2022,20231349,42816,18584,"SPRINGFIELD, CITY UTILITIES OF",Natural Gas,INTRASTATE,MISSOURI,0.01,0.21,0.04,0,0.26,0.06,0.07,0.07,0,0.2,0.03,0.03,0.02,0,0.08,25.56,17.66,5.33,0,48.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.66,17.97,5.46,0,49.09,0,0,0,0,0,0,25.66,17.97,5.46,0,49.09
2/2/2026,2022,20230506,41912,18608,STANDARD PACIFIC GAS LINE INC,Natural Gas,INTRASTATE,CALIFORNIA,0.5,0.06,1.18,0,1.74,7.05,0.3,8.6,0,15.95,12.97,1.75,9.41,0,24.13,0.1,0.15,11.03,0,11.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.62,2.26,30.22,0,53.1,0,0,0,0,0,0,20.62,2.26,30.22,0,53.1
2/2/2026,2022,20230293,41686,18636,"STEPHEN, CITY OF",Natural Gas,INTRASTATE,MINNESOTA,0,0,0,0,0,1.2,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,1.2,0,0,0,0,0,0,1.2,0,0,0,1.2
2/2/2026,2022,20231131,42582,18667,FREEPORT-MCMORAN OIL & GAS,Natural Gas,INTERSTATE,CALIFORNIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.42,0,0,0,17.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.42,0,0,0,17.42,0,4.17,0,0,0,4.17,21.59,0,0,0,21.59
2/2/2026,2022,20231131,42582,18667,FREEPORT-MCMORAN OIL & GAS,Natural Gas,INTERSTATE,OCS-Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23,0,0,0,6.23,6.23,0,0,0,6.23
2/2/2026,2022,20231131,42582,18667,FREEPORT-MCMORAN OIL & GAS,Natural Gas,INTRASTATE,CALIFORNIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,7.4,0,0,0,0,0,0,7.4,0,0,0,7.4
2/2/2026,2022,20230606,42019,18718,SUNOCO PIPELINE L.P.,Natural Gas,INTRASTATE,NEW JERSEY,0.31,0,3.71,0,4.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,3.71,0,4.02,0,0,0,0,0,0,0.31,0,3.71,0,4.02
2/2/2026,2022,20230511,41917,18752,SUPERIOR WATER LIGHT & POWER CO,Natural Gas,INTRASTATE,WISCONSIN,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,8,0,0,0,8
2/2/2026,2022,20230159,41546,18784,SYLACAUGA GAS SYSTEM,Natural Gas,INTRASTATE,ALABAMA,0,0,0,0,0,13,5,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,2,0,20,0,0,0,0,0,0,13,5,2,0,20
2/2/2026,2022,20230083,41468,19125,TEAVEE OIL & GAS INC,Natural Gas,INTRASTATE,WEST VIRGINIA,0,0,0,0,0,4.22,0,0.03,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22,0,0.03,0,4.25,0,0,0,0,0,0,4.22,0,0.03,0,4.25
2/2/2026,2022,20231210,42670,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,ALABAMA,0.01,0,0,0,0.01,0.041,0.011,0,0,0.052,0.893,0.441,0,0,1.334,3.58,0.527,0.583,0,4.69,6.311,2.333,0.053,0,8.697,186.707,22.659,0,0,209.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.542,25.971,0.636,0,224.149,0,0,0,0,0,0,197.542,25.971,0.636,0,224.149
2/2/2026,2022,20231210,42670,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,ARKANSAS,3.597,0,0,0,3.597,2.893,0,0,0,2.893,2.634,0,0.044,0,2.678,9.623,0,0.046,0,9.669,3.551,0,0.078,0,3.629,109.24,0,0,0,109.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.538,0,0.168,0,131.706,0,0,0,0,0,0,131.538,0,0.168,0,131.706
2/2/2026,2022,20231210,42670,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,CONNECTICUT,0,0.012,0.08,0,0.092,0.098,0.166,5.269,0,5.533,4.661,3.553,37.048,0,45.262,22.191,11.184,50.153,0,83.528,5.068,0.161,0.711,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.018,15.076,93.261,0,140.355,0,0,0,0,0,0,32.018,15.076,93.261,0,140.355
2/2/2026,2022,20231210,42670,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,KENTUCKY,0.132,0.045,0.061,0,0.238,0.715,0.194,0.036,0,0.945,6.716,5.673,7.369,0,19.758,33.114,29.141,25.902,0,88.157,62.832,38.615,5.773,0,107.22,1108.93,286.445,3.285,0,1398.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212.439,360.113,42.426,0,1614.978,0,0,0,0,0,0,1212.439,360.113,42.426,0,1614.978
2/2/2026,2022,20231210,42670,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,LOUISIANA,0.267,0.061,0.075,0,0.403,3.882,0.889,2.478,0,7.249,16.662,1.75,11.237,0,29.649,31.921,9.852,30.398,0,72.171,347.344,32.906,11.096,0,391.346,999.269,127.487,14.074,0,1140.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399.345,172.945,69.358,0,1641.648,0,0,0,0,0,0,1399.345,172.945,69.358,0,1641.648
2/2/2026,2022,20231210,42670,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,MASSACHUSETTS,0.272,0.131,0.234,0,0.637,15.46,16.706,15.356,0.053,47.575,14.224,7.92,79.266,1.824,103.234,36.222,26.18,124.316,0,186.718,76.951,53.637,63.426,0,194.014,42.847,26.647,0.02,0,69.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.976,131.221,282.618,1.877,601.692,0,0,0,0,0,0,185.976,131.221,282.618,1.877,601.692
2/2/2026,2022,20231210,42670,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,MISSISSIPPI,0.467,0.542,0.047,0,1.056,2.849,0.638,0.061,0,3.548,24.016,4.25,6.046,0,34.312,37.029,14.759,37.076,0,88.864,63.021,16.146,1.299,0,80.466,1236.599,156.366,4.339,0,1397.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1363.981,192.701,48.868,0,1605.55,0,0,0,0,0,0,1363.981,192.701,48.868,0,1605.55
2/2/2026,2022,20231210,42670,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,NEW HAMPSHIRE,0.083,0.003,0.074,0,0.16,2.697,0.528,10.984,0,14.209,1.838,0.252,34.849,0,36.939,2.72,0.516,22.836,0,26.072,0.258,0,3.17,0,3.428,0,0.003,0.002,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.596,1.302,71.915,0,80.813,0,0,0,0,0,0,7.596,1.302,71.915,0,80.813
2/2/2026,2022,20231210,42670,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,NEW JERSEY,0.121,0,0.054,0,0.175,0.023,0,0.029,0,0.052,0.03,0.128,0.385,0,0.543,9.604,6.31,28,0,43.914,6.075,5.411,4.485,0,15.971,25.612,4.442,0.501,0,30.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.465,16.291,33.454,0,91.21,0,0,0,0,0,0,41.465,16.291,33.454,0,91.21
2/2/2026,2022,20231210,42670,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,NEW YORK,0.128,0.034,1.048,0,1.21,0.535,0.165,0.137,0.002,0.839,5.449,3.275,9.934,1.252,19.91,31.235,23.554,18.492,0,73.281,117.853,56.334,12.358,0,186.545,474.783,96.28,2.516,0,573.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629.983,179.642,44.485,1.254,855.364,0,0,0,0,0,0,629.983,179.642,44.485,1.254,855.364
2/2/2026,2022,20231210,42670,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,OHIO,0.101,0,0,0,0.101,0.348,0.157,0.009,0,0.514,7.037,1.34,2.777,0,11.154,9.47,5.081,10.698,0,25.249,11.896,9.46,0.456,0,21.812,635.588,176.308,5.772,0,817.668,0.038,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664.478,192.346,19.712,0,876.536,0,0,0,0,0,0,664.478,192.346,19.712,0,876.536
2/2/2026,2022,20231210,42670,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,PENNSYLVANIA,0.085,0.062,0.008,0,0.155,0.682,0.258,0.004,0,0.944,3.952,1.628,1.215,0,6.795,24.597,13.778,4.142,0,42.517,73.014,43.905,9.216,0,126.135,638.37,115.981,0.893,0,755.244,1.415,0,0,0,1.415,0.001,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,742.116,175.612,15.478,0,933.206,0,0,0,0,0,0,742.116,175.612,15.478,0,933.206
2/2/2026,2022,20231210,42670,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,RHODE ISLAND,0,0,0.001,0,0.001,0,0.01,0.053,0,0.063,0.463,0.556,5.056,0,6.075,0.202,0.42,0.35,0.368,1.34,8.534,12.97,5.377,0,26.881,0,0,0.003,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.199,13.956,10.84,0.368,34.363,0,0,0,0,0,0,9.199,13.956,10.84,0.368,34.363
2/2/2026,2022,20231210,42670,19160,TENNESSEE GAS PIPELINE COMPANY,Natural Gas,INTERSTATE,TENNESSEE,0.32,0.159,0.034,0,0.513,0.378,0.087,0.171,0,0.636,4.348,2.614,4.717,0,11.679,17.575,17.368,31.547,0,66.49,27.269,17.711,8.947,0,53.927,814.141,238.08,27.218,0,1079.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864.031,276.019,72.634,0,1212.684,0,0,0,0,0,0,864.031,276.019,72.634,0,1212.684
