DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTLTONC1,PARTLTONC2,PARTLTONC3,PARTLTONC4,PARTLTONTOT,PARTLTRONHCA,PARTLTRON192MILES,PARTLTRONCLASS34,PARTLTRONCLASS12,PARTLTOFFC1,PARTLTOFFTOT,PARTLTROFFHCA,PARTLTROFF192MILES,PARTLTROFFCLASS34,PARTLTROFFCLASS12,PARTLTC1TOT,PARTLTC2TOT,PARTLTC3TOT,PARTLTC4TOT,PARTLTTOTAL,PARTLTRHCATOTAL,PARTLTR192MILESTOTAL,PARTLTRCLASS34TOTAL,PARTLTRCLASS12TOTAL,PARTLGONAC2,PARTLGONAC3,PARTLGONAC4,PARTLGONATOT,PARTLGONBC2,PARTLGONBC3,PARTLGONBC4,PARTLGONBTOT,PARTLGONCC1,PARTLGONCTOT,PARTLGOFFC1,PARTLGOFFTOT,PARTLGC1TOT,PARTLGC2TOT,PARTLGC3TOT,PARTLGC4TOT,PARTLGTOTAL,PARTLC1TOT,PARTLC2TOT,PARTLC3TOT,PARTLC4TOT,PARTLTOTAL
2/2/2026,2021,20220076,39903,31949,SW GATHERING,Natural Gas,INTRASTATE,PENNSYLVANIA,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,4.25,0,0,4.25,0,0,0,0,,,0,0,0,4.25,0,0,4.25,0,4.25,0,0,4.25
2/2/2026,2021,20220599,40448,31955,CITY OF VERNON,Natural Gas,INTRASTATE,CALIFORNIA,0,0,7.3,0,7.3,7.3,0,0,0,0,0,,,,,0,0,7.3,0,7.3,7.3,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,7.3,0,7.3
2/2/2026,2021,20220495,40341,31967,"JORDAN DEVELOPMENT COMPANY, L.L.C.",Natural Gas,INTRASTATE,MICHIGAN,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,10.21,4.2,0,14.41,0,0,0,0,,,0,0,0,10.21,4.2,0,14.41,0,10.21,4.2,0,14.41
2/2/2026,2021,20220413,40259,31968,"WTG GAS TRANSMISSION COMPANY, LLC",Natural Gas,INTRASTATE,TEXAS,607.002,28.861,18.101,0,653.964,1.838,4.255,13.41,634.46,0,0,,,,,607.002,28.861,18.101,0,653.964,1.838,4.255,13.41,634.46,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,607.002,28.861,18.101,0,653.964
2/2/2026,2021,20220841,40701,31978,ATMOS PIPELINE - TEXAS,Natural Gas,INTRASTATE,TEXAS,4515,640.49,490.68,6.06,5652.23,215.63,391.68,138.34,4905.93,0,0,,,,,4515,640.49,490.68,6.06,5652.23,215.63,391.68,138.34,4905.93,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,4515,640.49,490.68,6.06,5652.23
2/2/2026,2021,20220195,40031,31986,"CITY OF GLENDALE, GLENDALE WATER & POWER",Landfill Gas,INTRASTATE,CALIFORNIA,0.54,0,4.33,0.63,5.5,1.17,,3.79,0.54,0,0,,,,,0.54,0,4.33,0.63,5.5,1.17,,3.79,0.54,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.54,0,4.33,0.63,5.5
2/2/2026,2021,20221035,40902,31987,"SCEPTER GREENEVILLE, INC",Natural Gas,INTRASTATE,TENNESSEE,2,0,0,0,2,0,0,0,2,0,0,,,,,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2,0,0,0,2
2/2/2026,2021,20220179,40013,31999,"SHELBY COUNTY ENERGY CENTER, LLC",Natural Gas,INTRASTATE,ILLINOIS,1.9,0,0,0,1.9,0,0.05,,1.85,0,0,,,,,1.9,0,0,0,1.9,0,0.05,,1.85,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1.9,0,0,0,1.9
2/2/2026,2021,20220622,40471,32005,"ENLINK PROCESSING SERVICES, LLC",Natural Gas,INTERSTATE,LOUISIANA,94.462,4.469,11.112,0,110.043,2.629,9.745,0,97.664,0,0,,,,,94.462,4.469,11.112,0,110.043,2.629,9.745,0,97.664,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,94.462,4.469,11.112,0,110.043
2/2/2026,2021,20220622,40471,32005,"ENLINK PROCESSING SERVICES, LLC",Natural Gas,INTERSTATE,TEXAS,17.098,2.07,2.797,0,21.965,1.151,2.673,1.132,17.011,0,0,,,,,17.098,2.07,2.797,0,21.965,1.151,2.673,1.132,17.011,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,17.098,2.07,2.797,0,21.965
2/2/2026,2021,20220622,40471,32005,"ENLINK PROCESSING SERVICES, LLC",Natural Gas,INTRASTATE,LOUISIANA,2148.052,375.223,290.215,0.334,2813.824,41.393,106.101,214.562,2451.769,0,0,,,,,2148.052,375.223,290.215,0.334,2813.824,41.393,106.101,214.562,2451.769,0.506,0,0,0.506,0,0,0,0,,,0,0,0,0.506,0,0,0.506,2148.052,375.729,290.215,0.334,2814.33
2/2/2026,2021,20220207,40043,32007,SUPERIOR PIPELINE COMPANY L.L.C.,Natural Gas,INTRASTATE,KANSAS,0.835,0,0,0,0.835,0,,,0.835,0,0,,,,,0.835,0,0,0,0.835,0,,,0.835,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.835,0,0,0,0.835
2/2/2026,2021,20220207,40043,32007,SUPERIOR PIPELINE COMPANY L.L.C.,Natural Gas,INTRASTATE,OKLAHOMA,12.162,0,0,0,12.162,0,,,12.162,0,0,,,,,12.162,0,0,0,12.162,0,,,12.162,0,0,0,0,102.663,8.873,0,111.536,,,0,0,0,102.663,8.873,0,111.536,12.162,102.663,8.873,0,123.698
2/2/2026,2021,20220207,40043,32007,SUPERIOR PIPELINE COMPANY L.L.C.,Natural Gas,INTRASTATE,TEXAS,6.207,0,0,0,6.207,0,,,6.2,0,0,,,,,6.207,0,0,0,6.207,0,,,6.2,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,6.207,0,0,0,6.207
2/2/2026,2021,20221124,41030,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Hydrogen Gas,INTRASTATE,OKLAHOMA,0.26,0.22,0.98,0,1.46,0.98,0,0,0.48,0,0,,,,,0.26,0.22,0.98,0,1.46,0.98,0,0,0.48,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.26,0.22,0.98,0,1.46
2/2/2026,2021,20221155,41027,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Natural Gas,INTRASTATE,NEW MEXICO,8.75,1.1,0.28,0,10.13,0.28,0,0,9.85,0,0,,,,,8.75,1.1,0.28,0,10.13,0.28,0,0,9.85,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,8.75,1.1,0.28,0,10.13
2/2/2026,2021,20221128,41029,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",Other Gas-Fuel Gas,INTRASTATE,OKLAHOMA,0.53,0.47,1.94,0,2.94,2.44,0,0,0.5,0,0,,,,,0.53,0.47,1.94,0,2.94,2.44,0,0,0.5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.53,0.47,1.94,0,2.94
2/2/2026,2021,20220116,39948,32023,"MONTGOMERY GAS TRANSMISSION, INC.",Natural Gas,INTRASTATE,TEXAS,0,7.4,0,0,7.4,7.44,,,,0,0,,,,,0,7.4,0,0,7.4,7.44,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,7.4,0,0,7.4
2/2/2026,2021,20220702,46893,32024,"CENTERPOINT ENERGY INTRASTATE PIPELINES, INC.",Natural Gas,INTRASTATE,LOUISIANA,10.155,2.997,0.503,0,13.655,,,0.503,13.152,0,0,,,,,10.155,2.997,0.503,0,13.655,,,0.503,13.152,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,10.155,2.997,0.503,0,13.655
2/2/2026,2021,20220702,46893,32024,"CENTERPOINT ENERGY INTRASTATE PIPELINES, INC.",Natural Gas,INTRASTATE,TEXAS,68.073,31.749,49.632,0.016,149.47,11.501,0.875,37.301,99.793,0,0,,,,,68.073,31.749,49.632,0.016,149.47,11.501,0.875,37.301,99.793,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,68.073,31.749,49.632,0.016,149.47
2/2/2026,2021,20221226,41367,32026,MINNESOTA SOYBEAN PROCESSORS,Natural Gas,INTRASTATE,MINNESOTA,6.55,0,0,0,6.55,,0,,6.55,0,0,,,,,6.55,0,0,0,6.55,,0,,6.55,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,6.55,0,0,0,6.55
2/2/2026,2021,20220740,40597,32034,"NGO TRANSMISSION, INC.",Natural Gas,INTRASTATE,OHIO,59.464,28.286,15.926,0,103.676,1.071,0,14.582,88.023,0,0,,,,,59.464,28.286,15.926,0,103.676,1.071,0,14.582,88.023,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,59.464,28.286,15.926,0,103.676
2/2/2026,2021,20220054,39879,32037,"PITT LANDFILL GAS, LLC",Landfill Gas,INTRASTATE,NORTH CAROLINA,0,1,0.56,0.5,2.06,2.06,,,,0,0,,,,,0,1,0.56,0.5,2.06,2.06,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0.56,0.5,2.06
2/2/2026,2021,20221382,41357,32039,PIMALCO GAS,Natural Gas,INTRASTATE,ARIZONA,0,0,0.44,0,0.44,0.44,,,,0,0,,,,,0,0,0.44,0,0.44,0.44,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0.44,0,0.44
2/2/2026,2021,20220097,39927,32042,FUTAMURA,Natural Gas,INTRASTATE,KANSAS,0.5,0,0,0,0.5,0,,,,0,0,,,,,0.5,0,0,0,0.5,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.5,0,0,0,0.5
2/2/2026,2021,20220836,40696,32043,"NORTH COAST GAS TRANSMISSION, LLC",Natural Gas,INTRASTATE,OHIO,159.747,46.202,55.457,0,261.406,9.174,34.624,13.665,203.943,0,0,,,,,159.747,46.202,55.457,0,261.406,9.174,34.624,13.665,203.943,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,159.747,46.202,55.457,0,261.406
2/2/2026,2021,20221227,41366,32046,ETHANOL 2000 LLP (NORTHWEST GAS CONTRACTED),Natural Gas,INTRASTATE,MINNESOTA,1,0,0,0,1,,0,,1,0,0,,,,,1,0,0,0,1,,0,,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,1
2/2/2026,2021,20220414,40260,32052,"WHITE MARLIN OPERATING COMPANY, LLC",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,74.35,74.35,74.35,0,0,0,74.35,74.35,0,0,0,74.35
2/2/2026,2021,20221197,41071,32054,SILICON VALLEY POWER,Natural Gas,INTRASTATE,CALIFORNIA,0,0,2.41,0,2.41,2.41,,,,0,0,,,,,0,0,2.41,0,2.41,2.41,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2.41,0,2.41
2/2/2026,2021,20220006,39828,32067,"TORO ENERGY OF MARYLAND, LLC",Landfill Gas,INTRASTATE,MARYLAND,2,2,1.2,0,5.2,,,,,,0,,,,,2,2,1.2,0,5.2,,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,2,2,1.2,0,5.2
2/2/2026,2021,20220794,40654,32068,"WMRE OF MICHIGAN, LLC",Landfill Gas,INTRASTATE,MICHIGAN,0,0.29,1.36,0,1.65,0,0,1.36,0.29,0,0,,,,,0,0.29,1.36,0,1.65,0,0,1.36,0.29,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0.29,1.36,0,1.65
2/2/2026,2021,20220848,40708,32070,"WMRE OF OHIO, LLC",Landfill Gas,INTRASTATE,OHIO,1.63,0,1.12,0,2.75,,,1.12,1.63,0,0,,,,,1.63,0,1.12,0,2.75,,,1.12,1.63,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1.63,0,1.12,0,2.75
2/2/2026,2021,20220825,41258,32071,"WMRE OF OHIO-AMERICAN, LLC",Natural Gas,INTRASTATE,OHIO,3.34,3.57,1.9,0,8.81,,,1.9,6.91,0,0,,,,,3.34,3.57,1.9,0,8.81,,,1.9,6.91,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,3.34,3.57,1.9,0,8.81
2/2/2026,2021,20220515,40361,32072,HUDSON VALLEY GAS CORPORATION,Natural Gas,INTRASTATE,NEW YORK,0,0,4.3,0,4.3,2.05,1.87,0.38,,0,0,,,,,0,0,4.3,0,4.3,2.05,1.87,0.38,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,4.3,0,4.3
2/2/2026,2021,20220949,40813,32074,SUMMIT NATURAL GAS OF MISSOURI,Natural Gas,INTRASTATE,MISSOURI,160.72,120.86,31.73,4.8,318.11,6.81,212.04,13.11,86.15,0,0,,,,,160.72,120.86,31.73,4.8,318.11,6.81,212.04,13.11,86.15,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,160.72,120.86,31.73,4.8,318.11
2/2/2026,2021,20220095,39925,32081,NEBRASKA PUBLIC POWER DISTRICT,Natural Gas,INTRASTATE,NEBRASKA,2.84,0,0,0,2.84,0,,,,0,0,,,,,2.84,0,0,0,2.84,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2.84,0,0,0,2.84
2/2/2026,2021,20220145,39978,32083,"DCOR, LLC",Natural Gas,INTERSTATE,CALIFORNIA,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,0.31,0,0,0.31,0.39,0,0,0.39,,,19.25,19.25,19.25,0.7,0,0,19.95,19.25,0.7,0,0,19.95
2/2/2026,2021,20220145,39978,32083,"DCOR, LLC",Natural Gas,INTRASTATE,CALIFORNIA,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,0,0,0,0,0,2.19,0,2.19,,,4.49,4.49,4.49,0,2.19,0,6.68,4.49,0,2.19,0,6.68
2/2/2026,2021,20220349,40191,32093,EX EL PIPELINE SERVICES LLC,Natural Gas,INTRASTATE,CALIFORNIA,8.15,2.91,1.071,0,12.131,1.198,0,0,10.933,0,0,,,,,8.15,2.91,1.071,0,12.131,1.198,0,0,10.933,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,8.15,2.91,1.071,0,12.131
2/2/2026,2021,20221176,41050,32094,AUX SABLE LIQUID PRODUCTS,Natural Gas,INTRASTATE,ILLINOIS,0,0,45.729,0,45.729,1.88,43.462,0.387,,0,0,,,,,0,0,45.729,0,45.729,1.88,43.462,0.387,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,45.729,0,45.729
2/2/2026,2021,20220567,40414,32099,ENERGY TRANSFER COMPANY,Natural Gas,INTRASTATE,KANSAS,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,,,,0,0.3,0,0.3,0,0.28,0,0.28,,,0,0,0,0,0.58,0,0.58,0,0,0.58,0,0.58
2/2/2026,2021,20220567,40414,32099,ENERGY TRANSFER COMPANY,Natural Gas,INTRASTATE,LOUISIANA,648.06,50.55,20.65,0,719.26,6.1,15.09,3,695.07,0,0,0,,,,648.06,50.55,20.65,0,719.26,6.1,15.09,3,695.07,71.96,16.9,0,88.86,0,0,0,0,,,0,0,0,71.96,16.9,0,88.86,648.06,122.51,37.55,0,808.12
2/2/2026,2021,20220567,40414,32099,ENERGY TRANSFER COMPANY,Natural Gas,INTRASTATE,NEW MEXICO,0.54,0,0,0,0.54,0,0,0,0.54,0,0,0,,,,0.54,0,0,0,0.54,0,0,0,0.54,8.8,2.68,0,11.48,0,0,0,0,,,0,0,0,8.8,2.68,0,11.48,0.54,8.8,2.68,0,12.02
2/2/2026,2021,20220567,40414,32099,ENERGY TRANSFER COMPANY,Natural Gas,INTRASTATE,OHIO,61.58,3.17,1.65,0,66.4,6.5,12.42,0,47.48,0,0,0,,,,61.58,3.17,1.65,0,66.4,6.5,12.42,0,47.48,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,61.58,3.17,1.65,0,66.4
2/2/2026,2021,20220567,40414,32099,ENERGY TRANSFER COMPANY,Natural Gas,INTRASTATE,OKLAHOMA,51.56,4.27,0,0,55.83,0,0,0,55.83,0,0,0,,,,51.56,4.27,0,0,55.83,0,0,0,55.83,7.48,0.15,0,7.63,1.48,0,0,1.48,,,0,0,0,8.96,0.15,0,9.11,51.56,13.23,0.15,0,64.94
2/2/2026,2021,20220567,40414,32099,ENERGY TRANSFER COMPANY,Natural Gas,INTRASTATE,PENNSYLVANIA,106.33,14.57,0.47,0,121.37,1.23,11.88,0,108.26,0,0,0,0,0,0,106.33,14.57,0.47,0,121.37,1.23,11.88,0,108.26,57.5,22.48,0,79.98,0,0,0,0,,,0,0,0,57.5,22.48,0,79.98,106.33,72.07,22.95,0,201.35
2/2/2026,2021,20220567,40414,32099,ENERGY TRANSFER COMPANY,Natural Gas,INTRASTATE,TEXAS,5554.46,552.72,620.03,1.17,6728.38,405,434.37,93.37,5795.64,0,0,0,,,,5554.46,552.72,620.03,1.17,6728.38,405,434.37,93.37,5795.64,447.37,194.2,0,641.57,0,0,0,0,,,75.95,75.95,75.95,447.37,194.2,0,717.52,5630.41,1000.09,814.23,1.17,7445.9
2/2/2026,2021,20220567,40414,32099,ENERGY TRANSFER COMPANY,Natural Gas,INTRASTATE,WEST VIRGINIA,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,,,,4.31,0,0,4.31,0,0,0,0,,,0,0,0,4.31,0,0,4.31,0,4.31,0,0,4.31
2/2/2026,2021,20220514,40360,32105,"MIRANT BOWLINE, LLC",Natural Gas,INTRASTATE,NEW YORK,0,0,1.3,0,1.3,1.02,0.016,0.264,0,0,0,,,,,0,0,1.3,0,1.3,1.02,0.016,0.264,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1.3,0,1.3
2/2/2026,2021,20221287,41169,32106,CENTURY ALUMINUM,Natural Gas,INTRASTATE,KENTUCKY,16,0,0,0,16,0,,,16,0,0,,,,,16,0,0,0,16,0,,,16,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,16,0,0,0,16
2/2/2026,2021,20220256,40095,32109,"ONEOK NGL PIPELINE, LLC",Natural Gas,INTRASTATE,KANSAS,1.53,0.54,0,0,2.07,0,2.07,,,0,0,,,,,1.53,0.54,0,0,2.07,0,2.07,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1.53,0.54,0,0,2.07
2/2/2026,2021,20220256,40095,32109,"ONEOK NGL PIPELINE, LLC",Natural Gas,INTRASTATE,TEXAS,0.78,0.36,0.27,0,1.41,0.71,,,0.7,0,0,,,,,0.78,0.36,0.27,0,1.41,0.71,,,0.7,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.78,0.36,0.27,0,1.41
2/2/2026,2021,20220321,40161,32110,"HERMISTON OPERATIONS COMPANY, LLC",Natural Gas,INTRASTATE,OREGON,0.1,0,0,0,0.1,0,,,,0,0,,,,,0.1,0,0,0,0.1,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.1,0,0,0,0.1
2/2/2026,2021,20221183,41290,32116,DICK BROWN TECHNICAL SERVICES,Natural Gas,INTRASTATE,CALIFORNIA,9.09,0,0.63,0,9.72,0,0,0.63,9.09,0,0,,,,,9.09,0,0.63,0,9.72,0,0,0.63,9.09,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,9.09,0,0.63,0,9.72
2/2/2026,2021,20220650,41337,32124,"BARNETT GATHERING, LLC",Natural Gas,INTRASTATE,TEXAS,2.6,0.36,9.2,0,12.16,2.6,,9.2,0.36,0,0,,,,,2.6,0.36,9.2,0,12.16,2.6,,9.2,0.36,155.9,246,0.88,402.78,0,0,0,0,,,0,0,0,155.9,246,0.88,402.78,2.6,156.26,255.2,0.88,414.94
2/2/2026,2021,20220970,40835,32132,MISSION VALLEY PIPELINE,Natural Gas,INTRASTATE,TEXAS,0.578,0,0,0,0.578,0.05,0,0,0.528,0,0,,,,,0.578,0,0,0,0.578,0.05,0,0,0.528,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.578,0,0,0,0.578
2/2/2026,2021,20220951,41073,32134,PATRIOTS ENERGY GROUP,Natural Gas,INTRASTATE,SOUTH CAROLINA,51.07,17.91,0.26,0,69.24,0.26,4.55,,64.43,0,0,,,,,51.07,17.91,0.26,0,69.24,0.26,4.55,,64.43,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,51.07,17.91,0.26,0,69.24
2/2/2026,2021,20220458,40304,32144,COOS COUNTY PIPELINE,Natural Gas,INTRASTATE,OREGON,52.1,21.1,3.7,0,76.9,3.9,0.4,0.1,72.5,0,0,,,,,52.1,21.1,3.7,0,76.9,3.9,0.4,0.1,72.5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,52.1,21.1,3.7,0,76.9
2/2/2026,2021,20220011,39833,32145,BASIN ELECTRIC POWER COOPERATIVE,Natural Gas,INTRASTATE,SOUTH DAKOTA,24.6,0,0,0,24.6,,,,,0,0,,,,,24.6,0,0,0,24.6,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,24.6,0,0,0,24.6
2/2/2026,2021,20220485,41261,32147,MARATHON PIPE LINE LLC,Natural Gas,INTRASTATE,CALIFORNIA,0,0,13.3,5.5,18.8,18.8,0,0,0,0,0,,,,,0,0,13.3,5.5,18.8,18.8,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,13.3,5.5,18.8
2/2/2026,2021,20220408,40254,32147,MARATHON PIPE LINE LLC,Other Gas-Off Gas,INTRASTATE,KENTUCKY,0.01,0,0,0,0.01,0,0,,,0,0,,,,,0.01,0,0,0,0.01,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.01,0,0,0,0.01
2/2/2026,2021,20220408,40254,32147,MARATHON PIPE LINE LLC,Other Gas-Off Gas,INTRASTATE,WEST VIRGINIA,0.08,0,0,0,0.08,,,,,0,0,,,,,0.08,0,0,0,0.08,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.08,0,0,0,0.08
2/2/2026,2021,20220409,40255,32147,MARATHON PIPE LINE LLC,Propane Gas,INTRASTATE,KENTUCKY,0.01,0,0,0,0.01,0,0,0,,0,0,,,,,0.01,0,0,0,0.01,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.01,0,0,0,0.01
2/2/2026,2021,20220409,40255,32147,MARATHON PIPE LINE LLC,Propane Gas,INTRASTATE,WEST VIRGINIA,0.08,0,0,0,0.08,,,,,0,0,,,,,0.08,0,0,0,0.08,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0.08,0,0,0,0.08
2/2/2026,2021,20221275,41154,32163,ROCKIES EXPRESS PIPELINE LLC,Natural Gas,INTERSTATE,COLORADO,211.29,0,0,0,211.29,0,21.56,,189.732,0,0,,,,,211.29,0,0,0,211.29,0,21.56,,189.732,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,211.29,0,0,0,211.29
2/2/2026,2021,20221275,41154,32163,ROCKIES EXPRESS PIPELINE LLC,Natural Gas,INTERSTATE,ILLINOIS,193.937,1.847,0,0,195.784,5.263,23.76,,166.757,0,0,,,,,193.937,1.847,0,0,195.784,5.263,23.76,,166.757,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,193.937,1.847,0,0,195.784
2/2/2026,2021,20221275,41154,32163,ROCKIES EXPRESS PIPELINE LLC,Natural Gas,INTERSTATE,INDIANA,157.988,9.311,0.201,0,167.5,8.5,69,,90,0,0,,,,,157.988,9.311,0.201,0,167.5,8.5,69,,90,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,157.988,9.311,0.201,0,167.5
2/2/2026,2021,20221275,41154,32163,ROCKIES EXPRESS PIPELINE LLC,Natural Gas,INTERSTATE,KANSAS,96.244,0,0,0,96.244,0.623,3.48,,92.135,0,0,,,,,96.244,0,0,0,96.244,0.623,3.48,,92.135,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,96.244,0,0,0,96.244
2/2/2026,2021,20221275,41154,32163,ROCKIES EXPRESS PIPELINE LLC,Natural Gas,INTERSTATE,MISSOURI,213.221,6.024,0.281,0,219.526,6.412,52.18,,160.934,0,0,,,,,213.221,6.024,0.281,0,219.526,6.412,52.18,,160.934,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,213.221,6.024,0.281,0,219.526
2/2/2026,2021,20221275,41154,32163,ROCKIES EXPRESS PIPELINE LLC,Natural Gas,INTERSTATE,NEBRASKA,320.681,0,0,0,320.681,2.804,65.81,,252.81,0,0,,,,,320.681,0,0,0,320.681,2.804,65.81,,252.81,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,320.681,0,0,0,320.681
2/2/2026,2021,20221275,41154,32163,ROCKIES EXPRESS PIPELINE LLC,Natural Gas,INTERSTATE,OHIO,220.466,30.782,3.924,0,255.172,30.797,109.59,,114.785,0,0,,,,,220.466,30.782,3.924,0,255.172,30.797,109.59,,114.785,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,220.466,30.782,3.924,0,255.172
2/2/2026,2021,20221275,41154,32163,ROCKIES EXPRESS PIPELINE LLC,Natural Gas,INTERSTATE,WYOMING,247.485,0,0.285,0,247.77,3.096,58.71,,185.961,0,0,,,,,247.485,0,0.285,0,247.77,3.096,58.71,,185.961,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,247.485,0,0.285,0,247.77
2/2/2026,2021,20221099,40968,32164,MARSHALL MUNICIPAL UTILITIES,Natural Gas,INTRASTATE,MISSOURI,18.5,2.8,1.2,0,22.5,,,1.2,21.3,0,0,,,,,18.5,2.8,1.2,0,22.5,,,1.2,21.3,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,18.5,2.8,1.2,0,22.5
2/2/2026,2021,20220842,40702,32171,EMPIRE PIPELINE CORPORATION,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,,,,,0,0,,,,,0,0,0,0,0,,,,,0.37,0,0,0.37,72.17,0.77,0,72.94,,,0,0,0,72.54,0.77,0,73.31,0,72.54,0.77,0,73.31
2/2/2026,2021,20220810,40670,32172,GERDAU MACSTEEL,Natural Gas,INTRASTATE,ARKANSAS,1.8,0,1.2,0,3,1.2,0,0,1.8,0,0,,,,,1.8,0,1.2,0,3,1.2,0,0,1.8,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1.8,0,1.2,0,3
2/2/2026,2021,20221048,40916,32176,CARDINAL FG,Natural Gas,INTRASTATE,WASHINGTON,2.89,0,0,0,2.89,0,0,0,2.89,0,0,,,,,2.89,0,0,0,2.89,0,0,0,2.89,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,2.89,0,0,0,2.89
2/2/2026,2021,20221234,41111,32178,CALIFORNIA RESOURCES CENTRAL VALLEY,Natural Gas,INTRASTATE,CALIFORNIA,14.21,4.89,16.04,0,35.14,6.36,,9.68,19.1,0,0,,,,,14.21,4.89,16.04,0,35.14,6.36,,9.68,19.1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,14.21,4.89,16.04,0,35.14
