DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTHON4LESS,PARTHON6,PARTHON8,PARTHON10,PARTHON12,PARTHON14,PARTHON16,PARTHON18,PARTHON20,PARTHON22,PARTHON24,PARTHON26,PARTHON28,PARTHON30,PARTHON32,PARTHON34,PARTHON36,PARTHON38,PARTHON40,PARTHON42,PARTHON44,PARTHON46,PARTHON48,PARTHON52,PARTHON56,PARTHON58OVER,PARTHON_OTHER_PIPE_DETAIL,PARTHON_OTHER_PIPE_MILE_TOTAL,PARTHONTOTAL,PARTHOFF4LESS,PARTHOFF6,PARTHOFF8,PARTHOFF10,PARTHOFF12,PARTHOFF14,PARTHOFF16,PARTHOFF18,PARTHOFF20,PARTHOFF22,PARTHOFF24,PARTHOFF26,PARTHOFF28,PARTHOFF30,PARTHOFF32,PARTHOFF34,PARTHOFF36,PARTHOFF38,PARTHOFF40,PARTHOFF42,PARTHOFF44,PARTHOFF46,PARTHOFF48,PARTHOFF52,PARTHOFF56,PARTHOFF58OVER,PARTHOFF_OTHER_PIPE_DETAIL,PARTHOFF_OTHER_PIPE_MILE_TOTAL,PARTHOFFTOTAL
2/2/2026,2024,20251291,46374,12874,"MOUNTAINWEST PIPELINE, LLC",Natural Gas,INTERSTATE,UTAH,4.667,83.42,21.482,32.472,81.409,0.1,55.793,79.805,423.589,0,218.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1001.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251291,46374,12874,"MOUNTAINWEST PIPELINE, LLC",Natural Gas,INTERSTATE,WYOMING,6.915,26.397,42.154,102.42,61.329,0,28.641,158.812,284.304,0,11.21,0,0,0.001,0,0,236.884,0,0,0,0,0,0,0,0,0,,,959.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251312,46396,12876,ENBRIDGE GAS UTAH/ WYOMING/IDAHO,Natural Gas,INTRASTATE,IDAHO,0,0,6.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251312,46396,12876,ENBRIDGE GAS UTAH/ WYOMING/IDAHO,Natural Gas,INTRASTATE,UTAH,0.289,53.698,285.199,130.579,95.14,6.376,23.752,0.017,86.934,0,98.31,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,,,780.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251312,46396,12876,ENBRIDGE GAS UTAH/ WYOMING/IDAHO,Natural Gas,INTRASTATE,WYOMING,10.337,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250358,45384,12878,MOUNTAINEER GAS CO,Natural Gas,INTRASTATE,WEST VIRGINIA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250931,45985,12930,MUSTANG GAS PRODUCTS LLC,Natural Gas,INTRASTATE,OKLAHOMA,2.63,3.55,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251065,46121,13061,NATIONAL FUEL GAS DISTRIBUTION CORP,Natural Gas,INTRASTATE,PENNSYLVANIA,0,0,7.04,22.87,34.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,64.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251055,46111,13062,NATIONAL FUEL GAS DISTRIBUTION CORP - NEW YORK,Natural Gas,INTRASTATE,NEW YORK,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250892,45945,13063,NATIONAL FUEL GAS SUPPLY CORP,Natural Gas,INTERSTATE,NEW YORK,90.12,48.3,86.26,10.35,69.45,0,91.88,0,69.39,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,599.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250892,45945,13063,NATIONAL FUEL GAS SUPPLY CORP,Natural Gas,INTERSTATE,PENNSYLVANIA,71.67,110.26,82.36,3.71,312.04,0,68.53,0,225.59,0,104.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,978.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250912,45966,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,ARKANSAS,0.135,4.605,1.188,0.107,3.086,0.003,0.179,0,0.103,0,2.885,0,0,624.944,0,0,274.557,0,0.005,0.028,0,0,0,0,0,0,25-inch diameter: 1.952 miles.,1.952,913.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250912,45966,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,ILLINOIS,29.599,44.066,27.2,31.252,35.863,0,63.665,0.993,229.349,10.884,431.031,46.345,0,683.177,0,9.637,750.514,0,6.524,34.288,0,0,0.018,0,0,0,"22.625-inch diameter: 1.836 miles, 25-inch diameter: 0.086 miles.",1.922,2436.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250912,45966,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,INDIANA,0,0.012,0,0,0.049,0,0.005,0,4.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250912,45966,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,IOWA,25.205,27.245,6.92,5.062,13.378,0.011,20.993,0,48.025,14.371,0.457,243.416,0,6.573,0,0,399.768,0.004,0,38.682,0,0,0,0,0,0,,,850.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250912,45966,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,KANSAS,1.224,0.026,0.073,0.215,0.174,0,0.019,0,7.068,0,42.309,274.33,0,0.17,0,0,362.368,0,0,0.068,0,0,0,0,0,0,,,688.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250912,45966,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,LOUISIANA,0.019,0,0.016,1.956,1.587,0,3.942,0,0.04,0,3.353,0,0,132.997,0,0,45.81,0,0,0,0,0,0,0,0,0,,,189.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250912,45966,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,MISSOURI,0.165,11.545,0.017,0,0,0,0,0,1.4,0,0.09,0,0,203.54,0,0,80.673,0,0,0.146,0,0,0,0,0,0,31-inch diameter: 0.033 miles.,0.033,297.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250912,45966,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,NEBRASKA,0.526,0,0.053,0.08,6.741,0,0.041,0,0.103,0,0.086,95.175,0,1.036,0,0,146.675,0,0,0.009,0,0,0,0,0,0,,,250.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250912,45966,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,NEW MEXICO,0.277,11.215,0.052,0.061,0.014,0.001,0.01,0,67.668,0,75.091,0.007,0,99.109,0,0,0.009,0,0,0,0,0,0,0,0,0,,,253.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250912,45966,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,OKLAHOMA,7.125,4.15,32.73,17.033,31.682,0,8.012,0,2.524,0,262.228,204.103,0,139.384,0,0,49.363,0,0,0.004,0,0,0,0,0,0,,,758.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250912,45966,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTERSTATE,TEXAS,6.305,5.721,10.022,50.186,29.925,0,3.1,0,105.489,0,160.965,413.643,0,1354.827,0,0.006,263.064,0,0.007,0.094,0,0,0,0,0,0,,,2403.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250912,45966,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),Natural Gas,INTRASTATE,INDIANA,12.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250194,45213,13180,NEBRASKA CITY UTILITIES,Natural Gas,INTRASTATE,NEBRASKA,23.75,2,18,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,54.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251098,46159,13299,NEW JERSEY NATURAL GAS CO,Natural Gas,INTRASTATE,NEW JERSEY,0,0.089,2.714,0,78.249,0,66.148,0,31.532,0,12.046,0,0,54.081,0,0,0,0,0,0,0,0,0,0,0,0,,,244.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250418,45450,13360,"ENTERGY NEW ORLEANS, LLC",Natural Gas,INTRASTATE,LOUISIANA,0,8.89,12.79,12.14,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,35.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251204,46278,13420,NEW YORK STATE ELECTRIC & GAS CORP,Natural Gas,INTRASTATE,NEW YORK,0.02,0,4.96,15.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250648,45688,13480,NIAGARA MOHAWK POWER CORP,Natural Gas,INTRASTATE,NEW YORK,0,6.32,5.66,0,109.06,0,46.74,8.75,12.22,0,75.18,0,0,0,0,0,9.42,0,0,0,0,0,0,0,0,0,,,273.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250361,46569,13535,NORTH ALABAMA GAS DISTRICT,Natural Gas,INTRASTATE,ALABAMA,1.35,14.06,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250563,45602,13630,NORTHEAST OKLAHOMA PUBLIC FACILITIES AUTH,Natural Gas,INTRASTATE,OKLAHOMA,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251162,46225,13635,NORTHEAST OHIO NATURAL GAS CORP,Natural Gas,INTRASTATE,OHIO,0.48,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250329,45355,13639,NORGASCO INC,Natural Gas,INTRASTATE,ALASKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5-inch diameter: 2 miles.,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250686,46695,13660,NORTH SHORE GAS CO,Natural Gas,INTRASTATE,ILLINOIS,0.05,0.002,0.02,1.8,0.05,0,0,0,4.85,0,27.42,0,0,13.4,0,0,0.01,0,0,0,0,0,0,0,0,0,,,47.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250686,46695,13660,NORTH SHORE GAS CO,Natural Gas,INTRASTATE,WISCONSIN,0.01,0,0,10.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251298,46729,13710,NORTHERN ILLINOIS GAS CO,Natural Gas,INTRASTATE,ILLINOIS,27.13,76.69,55.51,223.42,87.92,0,64.54,0.22,23.03,47.06,113.97,0,0,148.51,0.01,0,288.06,0,0,0.01,0,0,0,0,0,0,,,1156.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250724,45768,13725,NORTHERN INDUSTRIAL ENERGY DEVELOPMENT INC,Natural Gas,INTRASTATE,OHIO,3.44,11.9,5.66,47.41,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,70.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251134,46195,13730,NORTHERN INDIANA PUBLIC SERVICE CO,Natural Gas,INTRASTATE,INDIANA,10.04,17.19,6.83,9.8,30.57,0,169.41,0,103.87,57.22,114.72,0.02,189.9,6.64,0,0,0,0,0,0,0,0,0,0,0,0,,,716.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250752,46730,13750,NORTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,ILLINOIS,1.35,0,0,0,0,0,0,0,9.33,0,0.93,0,0,10.16,0,0,0,0,0,0,0,0,0,0,0,0,,,21.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250752,46730,13750,NORTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,IOWA,1453.01,671.43,187.21,229.71,45.58,0,317.83,0,352.61,0,107.63,339.97,0,486.6,0,0,27.35,0,0,0,0,0,0,0,0,0,,,4218.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250752,46730,13750,NORTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,KANSAS,87.22,46.79,2.49,5.41,41.21,0,25.64,0,240.4,0,301.42,217.44,0,490.49,0,0,99.68,0,0,0,0,0,0,0,0,0,,,1558.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250752,46730,13750,NORTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,MICHIGAN,17.85,42.45,56.97,17.75,17.05,0,114.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,266.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250752,46730,13750,NORTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,MINNESOTA,762.62,544.78,373.94,209.94,299,0,503.75,49.45,209.09,0,176.06,59.24,0,195.72,0,0,1.06,0,0,0,0,0,0,0,0,0,,,3384.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250752,46730,13750,NORTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,NEBRASKA,306.26,199.34,97.28,81.74,29.51,12.24,62.68,94.02,47.35,0,230.87,65.38,0,159.69,0,0,31.53,0,0,0,0,0,0,0,0,0,,,1417.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250752,46730,13750,NORTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,NEW MEXICO,0.02,17.18,2.95,2.95,0,0,37.91,0,0,0,0,15.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,76.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250752,46730,13750,NORTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,OKLAHOMA,0,0,0,0,1.35,0,85.08,0,0,0,0,0.01,0,107.72,0,0,38.67,0,0,0,0,0,0,0,0,0,,,232.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250752,46730,13750,NORTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,SOUTH DAKOTA,226.76,146,168.91,81.17,151.22,6.78,11.55,0,12.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,804.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250752,46730,13750,NORTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,TEXAS,0.23,27.23,5.99,28.36,46.73,0,51.99,0,88.97,0,37.93,21.47,0,611.5,0,0,0.01,0,0,0,0,0,0,0,0,0,,,920.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250752,46730,13750,NORTHERN NATURAL GAS CO,Natural Gas,INTERSTATE,WISCONSIN,478.6,284.23,203.23,69.94,69.88,0,85.59,0,119.71,0,21.68,0,0,8.72,0,0,0,0,0,0,0,0,0,0,0,0,,,1341.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250752,46730,13750,NORTHERN NATURAL GAS CO,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,10.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250858,46919,13769,NORTHERN BORDER PIPELINE COMPANY,Natural Gas,INTERSTATE,ILLINOIS,0,0,0,0,0,0,8.655,0,0.109,0,0.023,0,0,55.867,0,0,128.924,0,0,0,0,0,0,0,0,0,,,193.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250858,46919,13769,NORTHERN BORDER PIPELINE COMPANY,Natural Gas,INTERSTATE,INDIANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,,,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250858,46919,13769,NORTHERN BORDER PIPELINE COMPANY,Natural Gas,INTERSTATE,IOWA,0,0,0,0,0,0,0,0,0.002,0,0,0,0,146.844,0,0,242.855,0,0,49.978,0,0,0,0,0,0,,,439.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250858,46919,13769,NORTHERN BORDER PIPELINE COMPANY,Natural Gas,INTERSTATE,MINNESOTA,0,0,0,0,0,0,0.677,0,0,0,0,0,0,0,0,0,0,0,0,130.36,0,0,0,0,0,0,,,131.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250858,46919,13769,NORTHERN BORDER PIPELINE COMPANY,Natural Gas,INTERSTATE,MONTANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.966,0,0,0,0,0,0,,,180.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250858,46919,13769,NORTHERN BORDER PIPELINE COMPANY,Natural Gas,INTERSTATE,NORTH DAKOTA,0,0,0,2.167,0,0,1.454,0,0,0,0,0,0,0,0,0,0,0,0,280.413,0,0,0,0,0,0,,,284.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250858,46919,13769,NORTHERN BORDER PIPELINE COMPANY,Natural Gas,INTERSTATE,SOUTH DAKOTA,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.477,0,0,0,0,0,0,,,182.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251309,46393,13783,NORTHERN STATES POWER CO OF WISCONSIN,Natural Gas,INTRASTATE,WISCONSIN,0,0,0,0,1,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251199,46706,13840,NORTHWEST NATURAL GAS CO,Natural Gas,INTRASTATE,OREGON,2.3,61,59.6,90.2,218.4,0,117.7,0,13.2,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,650.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251199,46706,13840,NORTHWEST NATURAL GAS CO,Natural Gas,INTRASTATE,WASHINGTON,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251285,46366,13845,NORTHWEST PIPELINE LLC,Natural Gas,INTERSTATE,COLORADO,0.751,35.445,0.92,52.564,0,0.009,0,0,0.002,0,26.458,179.1,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,,,295.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251285,46366,13845,NORTHWEST PIPELINE LLC,Natural Gas,INTERSTATE,IDAHO,3.668,53.509,0.253,0.108,4.983,0,130.392,0,0.117,386.299,388.151,0.036,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,,,967.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251285,46366,13845,NORTHWEST PIPELINE LLC,Natural Gas,INTERSTATE,OREGON,2.609,27.328,0.006,160.268,24.314,0.023,32.575,3.885,105.73,189.367,90.742,0,0,112.741,0,0,0.017,0,0,0,0,0,0,0,0,0,,,749.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251285,46366,13845,NORTHWEST PIPELINE LLC,Natural Gas,INTERSTATE,UTAH,0,2.889,2.642,0,8.924,0,0.006,0,1.457,9.274,9.471,189.713,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,,,224.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251285,46366,13845,NORTHWEST PIPELINE LLC,Natural Gas,INTERSTATE,WASHINGTON,34.612,82.82,131.196,111.192,134.91,0.024,85.272,12.33,166.921,0.411,1.658,152.54,0,282.804,0,0,107.668,0,0,0.052,0,0,0,0,0,0,,,1304.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251285,46366,13845,NORTHWEST PIPELINE LLC,Natural Gas,INTERSTATE,WYOMING,0,0.001,6.65,14.239,0.018,0,48.972,0,18.383,81.6,28.712,39.963,0,68.463,0,0.435,0.009,0,0,0,0,0,0,0,0,0,,,307.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250199,45220,14180,OHIO VALLEY GAS CORP,Natural Gas,INTRASTATE,INDIANA,0,0,0,17.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,17.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250593,45633,14200,OKALOOSA COUNTY GAS DISTRICT,Natural Gas,INTRASTATE,FLORIDA,0,0,59,43,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20250897,46693,14210,"OKLAHOMA NATURAL GAS COMPANY, A DIVISION OF ONE GAS, INC.",Natural Gas,INTRASTATE,OKLAHOMA,50.38,94.82,196.19,17.56,71.99,0,1.12,50.23,6.43,0,24.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,512.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
2/2/2026,2024,20251101,46649,14225,RINGWOOD GATHERING CO,Natural Gas,INTRASTATE,OKLAHOMA,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
